ケリー/ケリー	ノ格	遺体/いたい
遺体/いたい	ヲ格	調べる/しらべる
調べる/しらべる	連格	保安/ほあん+官/かん
保安/ほあん+官/かん	ノ格	ミルズ/ミルズ
ミルズ/ミルズ	未格	真っ赤だ/まっかだ
彼女/かのじょ	ノ格	眼球/がんきゅう
眼球/がんきゅう	ガ格	真っ赤だ/まっかだ
真っ赤だ/まっかだ	ヲ格	知る/しる
ミルズ/ミルズ	ノ格	アビー/アビー
アビー/アビー	未格	ケリー/ケリー
ケリー/ケリー	隣	ウェイクフィールド/ウェイクフィールド
ウェイクフィールド/ウェイクフィールド	未格	生きる/いきる~テ形+いる/いる
今/いま	未格	生きる/いきる~テ形+いる/いる
生きる/いきる	ト格	言う/いう~テ形+いる/いる
言う/いう	ト格	告げる/つげる
父親/ちちおや	ニ格	告げる/つげる
ケリー/ケリー	未格	殺す/ころす+れる/れる
自殺/じさつ	連用	殺す/ころす+れる/れる
誰/だれ	ニ格	殺す/ころす+れる/れる
殺す/ころす	ト格	言う/いう
言う/いう	連格	アビー/アビー
アビー/アビー	ニ格	ミルズ/ミルズ
ミルズ/ミルズ	隣	ウェイクフィールド/ウェイクフィールド
ウェイクフィールド/ウェイクフィールド	未格	死ぬ/しぬ
死ぬ/しぬ	ト格	答える/こたえる
イメージ/いめーじ	ヲ格	診断/しんだん
診断/しんだん	連格	結果/けっか
結果/けっか	ガ格	出る/でる
ここ/ここ	ニ格	出る/でる
ボックス/ぼっくす	ニ格	入力/にゅうりょく
診断/しんだん	連格	名前/なまえ
名前/なまえ	ヲ格	入力/にゅうりょく
入力/にゅうりょく	連用	押す/おす
ボタン/ぼたん?牡丹/ぼたん	ヲ格	押す/おす
押す/おす	連用	表示/ひょうじ+する/する+れる/れる
イメージ/いめーじ	ガ格	表示/ひょうじ+する/する+れる/れる
利用/りよう	複合辞連用	無料/むりょう
近郊/きんこう	ノ格	旅館/りょかん
旅館/りょかん	ノ格	紹介/しょうかい
紹介/しょうかい	ヲ格	する/する~テ形+いる/いる
予約/よやく	未格	問い合わせる/といあわせる+下さる/くださる
施設/しせつ	ヘ格	問い合わせる/といあわせる+下さる/くださる
これ/これ	カラ格	成る/なる
先/さき	ノ格	頁/ぺーじ
頁/ぺーじ	ノ格	管理/かんり+者/しゃ
管理/かんり+者/しゃ	未格	成る/なる
組合/くみあい	ト格	成る/なる
以前/いぜん	未格	訪れる/おとずれる
訪れる/おとずれる	連格	牧場/ぼくじょう
牧場/ぼくじょう	ニ格	立ち寄る/たちよる
ここ/ここ	未格	入場/にゅうじょう
入場/にゅうじょう	連用	スポット/すぽっと
無料/むりょう	デ格	気軽だ/きがるだ
気軽だ/きがるだ	連用	立ち寄れる/たちよれる
立ち寄れる/たちよれる	連格	淡路/あわじ+島/しま
淡路/あわじ+島/しま	ノ格	スポット/すぽっと
体験/たいけん	連体:ヤ	作り/づくり
作り/づくり	ヲ格	体験/たいけん
グリム/ぐりむ	未格	室/しつ
目黒/めぐろ+線/せん	同格連体	徒歩/とほ
徒歩/とほ	隣	２/に+分/ふん
２/に+分/ふん	ノ格	ところ/ところ
ところ/ところ	ニ格	有る/ある
有る/ある	連格	室/しつ
急だ/きゅうだ	連格	用事/ようじ
用事/ようじ	ガ格	出来る/できる
出来る/できる	連用	保育/ほいく
２４/２４+時間/じかん	無格	保育/ほいく
保育/ほいく	連用	対応/たいおう+する/する+せる/せる~テ形+頂く/いただく
何時でも/いつでも	連用	対応/たいおう+する/する+せる/せる~テ形+頂く/いただく
一人一人/ひとりひとり	連用	預かる/あずかる+致す/いたす
その/その	連体	子/こ
子/こ	ニ格	合う/あう
合う/あう	連格	時間/じかん
時間/じかん	ノ格	内容/ないよう
流れ/ながれv	ト格	内容/ないよう
内容/ないよう	デ格	預かる/あずかる+致す/いたす
日本/にほん	ノ格	メーカー/めーかー
メーカー/めーかー	未格	直面/ちょくめん+する/する~テ形+いる/いる
市場/しじょう	複合辞連用	マーケット/まーけっと
マーケット/まーけっと	ノ格	低迷/ていめい
低迷/ていめい	ニ格	直面/ちょくめん+する/する~テ形+いる/いる
おなじみ/おなじみ	ノ格	高齢/こうれい+化/か
高齢/こうれい+化/か	未格	一因/いちいん
一因/いちいん	連用	有る/ある
責任/せきにん	ノ格	大部分/だいぶぶん
大部分/だいぶぶん	連用	有る/ある
政府/せいふ	ニ格	有る/ある
総務/そうむ+省/しょう	未格	発表/はっぴょう
先月/せんげつ	無格従属:-1	発表/はっぴょう
５/ご+年/ねん	ニ格	実施/じっし+する/する~テ形+いる/いる
実施/じっし	連格	調査/ちょうさ
調査/ちょうさ	ヲ格	発表/はっぴょう
風林火山/風林火山	隣	１８/１８+回/かい
１８/１８+回/かい	ヲ格	見る/みる
幸子/さちこ	ガ格	演じる/えんじる~テ形+いる/いる
演じる/えんじる	連格	禰々/禰々
禰々/禰々	ガ格	亡くなる/なくなる
逝去/せいきょ	ノ格	報/ほう
報/ほう	ニ格	接する/せっする
接する/せっする	連用	表す/あらわす
謹んで/つつしんで	連用	表す/あらわす
哀悼/あいとう	ノ格	意/い
意/い	ヲ格	表す/あらわす
表す/あらわす	ト格	思う/おもう
日本/にほん+画/が	ト格	こと/こと
伝統/でんとう+的だ/てきだ	連格	日本/にほん
日本/にほん	ノ格	画法/がほう
画法/がほう	ヲ格	用いる/もちいる
用いる/もちいる	連用	描く/えがく+れる/れる
描く/えがく	連格	絵画/かいが
絵画/かいが	ノ格	こと/こと
日本/にほん+画/が	ニ	描く/えがく+れる/れる
西洋/せいよう	ノ格	画法/がほう
画法/がほう	ヲ格	用いる/もちいる
用いる/もちいる	連用	描く/えがく+れる/れる
描く/えがく	連格	絵/え
絵/え	ヲ格	呼ぶ/よぶ
洋画/ようが	ト格	呼ぶ/よぶ
日本/にほん+画/が	未格	遂げる/とげる~テ形+くる/くる
文化/ぶんか	ノ格	発達/はったつ
発達/はったつ	連用	様々だ/さまざまだ
様々だ/さまざまだ	連格	発展/はってん
発展/はってん	ヲ格	遂げる/とげる~テ形+くる/くる
こちら/こちら	ノ格	客/きゃく
客/きゃく	未格	利用/りよう
２０１０/２０１０+年/ねん	ノ格	ポイント/ぽいんと
ポイント/ぽいんと	ヲ格	利用/りよう
利用/りよう	連用	取付/とりつけ
浴室/よくしつ	ニ格	取付/とりつけ
２重窓/２重窓	ヲ格	取付/とりつけ
又/また	連用	希望/きぼう+する/する+れる/れる
予想/よそう	連格	地震/じしん
地震/じしん	ニ格	備える/そなえる
備える/そなえる	連用	希望/きぼう+する/する+れる/れる
家具/かぐ	ノ格	補強/ほきょう
補強/ほきょう	ヲ格	希望/きぼう+する/する+れる/れる
元々/もともと	連用	付く/つく~テ形+いる/いる
付く/つく	連格	風呂/ふろ
風呂/ふろ	ノ格	窓/まど
窓/まど	未格	窓/まど
ジャロジ/ジャロジ+窓/まど	複合辞連用	タイプ/たいぷ
タイプ/たいぷ	ノ格	窓/まど
鑑定/かんてい	未格	応える/こたえる+する/する
工場/こうじょう	ノ格	鑑定/かんてい
鑑定/かんてい	デ格	応える/こたえる+する/する
要望/ようぼう	ニ格	応える/こたえる+する/する
地域/ちいき	未格	東京/とうきょう
横浜/よこはま	連体	川崎/かわさき
川崎/かわさき	連体	相模原/さがみはら
相模原/さがみはら	連体	鎌倉/かまくら
鎌倉/かまくら	連体	藤沢/ふじさわ
藤沢/ふじさわ	連体	茅ヶ崎/ちがさき
茅ヶ崎/ちがさき	連体	東京/とうきょう
限定/げんてい	ノ格	鑑定/かんてい
鑑定/かんてい	未格	９９，８００/９９，８００+円/えん
７９，８００/７９，８００+円/えん	無格従属:-1	９９，８００/９９，８００+円/えん
限定/げんてい	ノ格	鑑定/かんてい
鑑定/かんてい	未格	９９，８００/９９，８００+円/えん
９９，８００/９９，８００+円/えん	無格従属:-1	制/せい
還付/かんぷ	未格	制/せい
三ツ石/みついし+町/ちょう	ニ格	開設/かいせつ
２００７/２００７+年/ねん	隣	４/よん+月/がつ
４/よん+月/がつ	ヨリ格	開設/かいせつ
病院/びょういん	ヲ格	開設/かいせつ
犬/いぬ	連体	猫/ねこ
猫/ねこ	複合辞連用	診察/しんさつ
兎/うさぎ	連体	アニマル/アニマル
アニマル/アニマル	ノ格	診察/しんさつ
診察/しんさつ	未格	行う/おこなう~テ形+いる/いる
当/とう	連体	院/いん
院/いん	未格	承る/うけたまわる~テ形+いる/いる
診療/しんりょう	未格	承る/うけたまわる~テ形+いる/いる
相続/そうぞく	未格	働く/はたらく
何もかも/なにもかも	連用	働く/はたらく
プラス/ぷらす	ニ格	働く/はたらく
借金/しゃっきん	同格未格	もの/もの
マイナスだ/まいなすだ	連格	もの/もの
もの/もの	未格	相続/そうぞく+する/する+れる/れる
相続/そうぞく	連格	対象/たいしょう
対象/たいしょう	ニ格	成る/なる
相続/そうぞく	未格	付き物/つきもの
トラブル/とらぶる	ガ格	付き物/つきもの
国/こく	デ格	珍しい/めずらしい
珍しい/めずらしい	連格	白磁/はくじ
白磁/はくじ	ヲ格	する/する
中心/ちゅうしん	ト格	する/する
する/する	連格	焼き物/やきもの
透き通る/すきとおる	連用	際立つ/きわだつ
白い/しろい	連格	磁/磁+肌/はだ
磁/磁+肌/はだ	ニ格	際立つ/きわだつ
浮き彫り/うきぼり	連体:ヤ	透かし彫り/すかしぼり
透かし彫り/すかしぼり	複合辞連用	文様/もんよう
精緻だ/せいちだ	連格	文様/もんよう
文様/もんよう	ガ格	際立つ/きわだつ
又/また	連用	用いる/もちいる
一切/いっさい	ノ格	釉薬/ゆうやく
釉薬/ゆうやく	ヲ格	用いる/もちいる
用いる/もちいる	未格	特徴/とくちょう
特徴/とくちょう	連用	醸し出す/かもしだす~テ形+いる/いる
素地/素地	未格	独特だ/どくとくだ
独特だ/どくとくだ	連格	味/あじ
味/あじ	ヲ格	醸し出す/かもしだす~テ形+いる/いる
私/わたし	同格連体	人間/にんげん
人間/にんげん	未格	入れる/いれる
文明/ぶんめい	ノ格	進歩/しんぽ
進歩/しんぽ	連用	する/する
多く/おおく	ノ格	もの/もの
もの/もの	ヲ格	する/する
手/て	連用	入れる/いれる
しかし/しかし	連用	殺す/ころす
その/その	連体	裏/うら
裏/うら	デ格	殺す/ころす
多く/おおく	ノ格	罪/つみ
罪/つみ	隣	無い/ない
無い/ない	連体	動物/どうぶつ
動物/どうぶつ	ガ格	殺す/ころす
全く/まったく	連用	殺す/ころす
無益だ/むえきだ	連用	殺す/ころす
私/わたし	ニ格	有る/ある
彼/かれ	ノ格	命/いのち
尊い/とうとい	連格	命/いのち
命/いのち	ヲ格	粗末だ/そまつだ+する/する
粗末だ/そまつだ	連格	権利/けんり
権利/けんり	同格未格	有る/ある
１１/１１+月/がつ	隣	２１/２１+日/にち
２１/２１+日/にち	無格	開催/かいさい+する/する+れる/れる
公民/こうみん+館/かん	ト格	小学校/しょうがっこう
小学校/しょうがっこう	デ格	開催/かいさい+する/する+れる/れる
文化/ぶんか+祭/さい	ガ格	開催/かいさい+する/する+れる/れる
本校/ほんこう	ノ格	音楽/おんがく+部/ぶ
音楽/おんがく+部/ぶ	未格	行う/おこなう
公民/こうみん+館/かん	ノ格	催し物/もよおしもの
催し物/もよおしもの	ニ格	参加/さんか
参加/さんか	連用	行う/おこなう
合唱/がっしょう	ノ格	発表/はっぴょう
発表/はっぴょう	ヲ格	行う/おこなう
部員/ぶいん+数/すう	未格	多い/おおい
多い/おおい	連用	響く/ひびく+せる/せる
力一杯/ちからいっぱい	連用	素晴らしい/すばらしい
素晴らしい/すばらしい	連格	歌声/うたごえ
歌声/うたごえ	ヲ格	響く/ひびく+せる/せる
対策/たいさく	ノ格	基本/きほん
基本/きほん	ニ	用意/ようい
リスト/りすと	ヲ格	用意/ようい
皆様/みなさま	ノ格	対策/たいさく
対策/たいさく	ニ格	役立てる/やくだてる
出身/しゅっしん+者/しゃ	ノ格	調達/ちょうたつ
調達/ちょうたつ	ノ格	コツ/こつ
コツ/こつ	ヲ格	紹介/しょうかい
ギタリスト/ギタリスト	ノ格	為/ため
為/ため	ニ格	作る/つくる+れる/れる
作る/つくる	連格	リダクション/リダクション
最も/もっとも	連用	少ない/すくない
少ない/すくない	連格	コントロール/こんとろーる
コントロール/こんとろーる	デ格	約束/やくそく
最大だ/さいだいだ	連格	パフォーマンス/ぱふぉーまんす
パフォーマンス/ぱふぉーまんす	ヲ格	約束/やくそく
ノイズ/のいず	連体:ヤ	ノイズ/のいず
ノイズ/のいず	ヲ格	無くす/なくす
亡くす/なくす?無くす/なくす	連用	防ぐ/ふせぐ
割れ/われv	未格	防ぐ/ふせぐ
名産/めいさん	ノ格	梅干し/うめぼし+用/よう
梅干し/うめぼし+用/よう	ニ格	植える/うえる+られる/られる~テ形+いる/いる
植える/うえる	連用	公開/こうかい+する/する+れる/れる~テ形+いる/いる
花/はな	ノ格	時期/じき
時期/じき	ニ格	公開/こうかい+する/する+れる/れる~テ形+いる/いる
梅林/梅林	ト格	する/する
する/する	連用	公開/こうかい+する/する+れる/れる~テ形+いる/いる
一目/ひとめ	連用	十里/十里
百万/百万	連体	十里/十里
十里/十里	ト格	呼ぶ/よぶ+れる/れる
呼ぶ/よぶ	連用	整備/せいび+する/する+れる/れる~テ形+いる/いる
梅林/梅林	ノ格	中/なか
中/なか	ニ格	整備/せいび+する/する+れる/れる~テ形+いる/いる
遊歩道/ゆうほどう	連体	公園/こうえん
公園/こうえん	未格	整備/せいび+する/する+れる/れる~テ形+いる/いる
入園/にゅうえん	ニ格	必要だ/ひつようだ
大人/おとな	隣	２５０/２５０+円/えん
２５０/２５０+円/えん	ガ格	必要だ/ひつようだ
昔/むかし	隣	昔/むかし
昔/むかし	無格	居る/いる
或る/ある	連体	村/むら
村/むら	ニ格	居る/いる
すぐ/すぐ	ニ格	居る/いる
お腹/おなか	ノ格	空く/すく
空く/すく	連格	子供/こども
子供/こども	ガ格	居る/いる
七/なな+人/にん	無格	居る/いる
母さん/かあさん	未格	焼く/やく~テ形+いる/いる
子供/こども	ニ格	焼く/やく~テ形+いる/いる
美味しい/おいしい	連格	ケーキ/けーき
ケーキ/けーき	ヲ格	焼く/やく~テ形+いる/いる
ミルク/みるく	デ格	捏ねる/こねる
粉/こな	ヲ格	捏ねる/こねる
捏ねる/こねる	連用	膨らむ/ふくらむ
鍋/なべ	デ格	焼く/やく
焼く/やく	連用	膨らむ/ふくらむ
ケーキ/けーき	ガ格	膨らむ/ふくらむ
フワっと/ふわっと	連用	膨らむ/ふくらむ
私/わたし	同格連体	ホテル/ほてる
ホテル/ほてる	ノ格	媒体/ばいたい
媒体/ばいたい	ノ格	ひと/ひと+つ/つ
ひと/ひと+つ/つ	ニ格	有る/ある
広告/こうこく	ガ格	有る/ある
ここ/ここ	デ格	訴求/訴求+する/する~テ形+いる/いる
商品/しょうひん	ヲ格	する/する
主力/しゅりょく	ト格	する/する
する/する	連用	訴求/訴求+する/する~テ形+いる/いる
広告/こうこく	ヲ格	見る/みる~テ形+下さる/くださる
見る/みる	連格	ターゲット/たーげっと+層/そう
ターゲット/たーげっと+層/そう	ニ	課題/かだい
如何に/いかに	連用	繋げる/つなげる+られる/られる
目/め	ヲ格	引く/ひく
引く/ひく	連用	繋げる/つなげる+られる/られる
来館/らいかん	ニ格	繋げる/つなげる+られる/られる
繋げる/つなげる	ガ格	課題/かだい
ソロソロ/そろそろ	連用	使える/つかえる
サラダ/さらだ	ニ格	使える/つかえる
小さい/ちいさい	連用	成る/なる
可愛い/かわいい	連格	サラダ/さらだ
サラダ/さらだ	ノ格	彩り/いろどりv
彩り/いろどりv	ニ格	成る/なる
チャービル/チャービル	未格	蒔く/まく
秋/あき	ニ格	蒔く/まく
種/たね	ヲ格	蒔く/まく
蒔く/まく	連用	収穫/しゅうかく
間も無く/まもなく	連用	収穫/しゅうかく
記事/きじ	ノ格	情報/じょうほう
情報/じょうほう	未格	もの/もの
執筆/しっぴつ+時/じ	連体	掲載/けいさい+時/じ
掲載/けいさい+時/じ	ノ格	もの/もの
もの/もの	連用	有る/ある
現状/げんじょう	デ格	異なる/ことなる
異なる/ことなる	連格	可能/かのうa+性/せい
可能/かのうa+性/せい	ガ格	有る/ある
記事/きじ	ノ格	内容/ないよう
内容/ないよう	ニツク	致す/いたす+かねる/かねる
個別/こべつ	ニ格	回答/かいとう
回答/かいとう	連格	こと/こと
こと/こと	未格	致す/いたす+かねる/かねる
記事/きじ	連体	写真/しゃしん
写真/しゃしん	連体	図表/ずひょう
図表/ずひょう	ノ格	著作/ちょさく+権/けん
著作/ちょさく+権/けん	未格	帰属/きぞく
著作/ちょさく+者/しゃ	ニ格	帰属/きぞく
娘/むすめ	ガ格	始める/はじめる
ゴルフ/ごるふ	ヲ格	始める/はじめる
土/つち+日/ひ	複合辞連用	出掛ける/でかける~テ形+いる/いる
会社/かいしゃ	カラ格	帰る/かえる
帰る/かえる	未格	出掛ける/でかける~テ形+いる/いる
バッグ/ばっぐ	ヲ格	積む/つむ+込む/こむ
車/くるま	ニ格	積む/つむ+込む/こむ
積む/つむ	連用	出掛ける/でかける~テ形+いる/いる
練習/れんしゅう	連用	出掛ける/でかける~テ形+いる/いる
娘/むすめ	未格	やる/やる
真面目だ/まじめだ	連格	性格/せいかく
性格/せいかく	連用	やる/やる
何事/なにごと	未格	やる/やる+始める/はじめる
やる/やる	連用	やる/やる
一生懸命/いっしょうけんめいa	未格	やる/やる
共に/ともに	連用	支配/しはい
五/ご+世紀/せいき	無格	支配/しはい
台地/だいち	ヲ格	支配/しはい
支配/しはい	連格	豪族/ごうぞく
豪族/ごうぞく	ノ格	墳墓/ふんぼ
墳墓/ふんぼ	ト格	見る/みる+られる/られる
昭和/しょうわ	隣	６/ろく+年/ねん+国/くに
６/ろく+年/ねん+国/くに	ノ格	史跡/しせき
史跡/しせき	ニ格	指定/してい+する/する+れる/れる~テ形+いる/いる
駅/えき	カラ格	南/みなみ
南/みなみ	ヘ格	有る/ある
４００/４００+メートル/めーとる	ノ格	ところ/ところ
ところ/ところ	ニ格	有る/ある
通常/つうじょう	ノ格	食事/しょくじ
食事/しょくじ	デ格	摂取/せっしゅ
不足/ふそく	連格	栄養素/えいようそ
栄養素/えいようそ	ヲ格	摂取/せっしゅ
代わり/かわり	ニ格	摂取/せっしゅ
摂取/せっしゅ	ガ格	由来/ゆらい
サプリメント/サプリメント	ノ格	由来/ゆらい
又/また	連用	有る/ある
健康/けんこうa	ノ格	為/ため
為/ため	ニ格	摂取/せっしゅ
摂取/せっしゅ	複合辞連用	使い/つかいv+方/かた
使い/つかいv+方/かた	未格	有る/ある
そんな/そんな	連体	サプリメント/サプリメント
サプリメント/サプリメント	ノ格	中/なか
中/なか	デ格	支持/しじ+する/する+れる/れる~テ形+いる/いる
特に/とくに	連用	支持/しじ+する/する+れる/れる~テ形+いる/いる
支持/しじ	連格	サプリ/サプリ
サプリ/サプリ	ヲ格	御存知/ごぞんじ
マーク/まーく	ガ格	販売/はんばい
目印/めじるし	ノ格	商品/しょうひん
商品/しょうひん	ノ格	販売/はんばい
紹介/しょうかい	ト格	販売/はんばい
本来/ほんらい	ノ格	栄養/えいよう
風味/ふうみ	ト格	栄養/えいよう
栄養/えいよう	ヲ格	大切だ/たいせつだ+する/する
大切だ/たいせつだ	連格	為/ため
為/ため	連用	牛乳/ぎゅうにゅう
殺菌/さっきん	ヲ格	行う/おこなう~テ形+いる/いる
行う/おこなう	連格	牛乳/ぎゅうにゅう
美味しい/おいしい	連格	牛乳/ぎゅうにゅう
乳牛/にゅうぎゅう	連体	餌/えさ
餌/えさ	未格	使用/しよう+する/する~テ形+いる/いる
換え/かえv	ヲ格	行う/おこなう~テ形+いる/いる
一切/いっさい	連用	行う/おこなう~テ形+いる/いる
行う/おこなう	連格	飼料/しりょう
飼料/しりょう	ヲ格	使用/しよう+する/する~テ形+いる/いる
仲/なか	ノ格	良い/よい
良い/よい	連格	人/ひと
人/ひと	連体:ヤ	人/ひと
気/き	ニ格	成る/なる
成る/なる?鳴る/なる	連格	人/ひと
人/ひと	ト格	成る/なる
友達/ともだち	ニ格	成る/なる
頁/ぺーじ	カラ格	チェック/ちぇっく+出来る/できる
ブログ/ぶろぐ	ノ格	呟き/つぶやきv
更新/こうしん	連体:ヤ	呟き/つぶやきv
呟き/つぶやきv	ヲ格	チェック/ちぇっく+出来る/できる
一緒だ/いっしょだ	連用	書く/かく+たい/たい
ブログ/ぶろぐ	ヲ格	書く/かく+たい/たい
書く/かく	ト格	思う/おもう
思う/おもう	連用	渡す/わたす~テ形+上げる/あげる
友達/ともだち	ニ格	渡す/わたす~テ形+上げる/あげる
ブログ/ぶろぐ	ノ格	権限/けんげん
権限/けんげん	ヲ格	渡す/わたす~テ形+上げる/あげる
今更/いまさら	連用	説明/せつめい
説明/せつめい	連格	必要/ひつようa
必要/ひつようa	未格	無い/ない
無い/ない	ト格	思う/おもう
思う/おもう	連用	こと/こと
プラセンタ/プラセンタ	ト格	こと/こと
胎盤/たいばん	ノ格	こと/こと
この/この	連体	プラセンタ/プラセンタ
プラセンタ/プラセンタ	カラ格	抽出/ちゅうしゅつ
抽出/ちゅうしゅつ	連格	エキス/えきす?越幾斯/エキス
エキス/えきす?越幾斯/エキス	未格	言う/いう+れる/れる~テ形+いる/いる
アンチエイジング/アンチエイジング	括弧並列	美白/びはく
美白/びはく	ニ格	有る/ある
高い/たかい	連格	効果/こうか
効果/こうか	ガ格	有る/ある
有る/ある	ト格	言う/いう+れる/れる~テ形+いる/いる
しかし/しかし	連用	特別だ/とくべつだ
スノーヴァ/スノーヴァ	デ格	使用/しよう+する/する+れる/れる~テ形+いる/いる
使用/しよう	連格	エキス/えきす?越幾斯/エキス
エキス/えきす?越幾斯/エキス	未格	特別だ/とくべつだ
協会/きょうかい	ノ格	予報/よほう
予報/よほう	複合辞連用	出る/でる~テ形+いる/いる
槍ケ岳/槍ケ岳	ノ格	予報/よほう
予報/よほう	未格	言う/いう
雷雨/らいう	ト格	言う/いう
言う/いう	ガ格	出る/でる~テ形+いる/いる
夕べ/ゆうべ	ノ格	予報/よほう
予報/よほう	連用	出る/でる~テ形+いる/いる
それなのに/それなのに	連用	浮かぶ/うかぶ
早朝/そうちょう	未格	浮かぶ/うかぶ
晴れる/はれる	連格	朝焼け/あさやけ
青空/あおぞら	ト格	朝焼け/あさやけ
朝焼け/あさやけ	ニ	浮かぶ/うかぶ
穂高/ほたか	ヲ格	浮かぶ/うかぶ
クッキリ/くっきり	連用	浮かぶ/うかぶ
展望/てんぼう+台/だい	デ格	迎える/むかえる~テ形+いる/いる
槍ケ岳/槍ケ岳	未格	迎える/むかえる~テ形+いる/いる
朝焼け/あさやけ	ノ格	朝/あさ
朝/あさ	ヲ格	迎える/むかえる~テ形+いる/いる
問題/もんだい	ノ格	定義/ていぎ
定義/ていぎ	ト格	概要/がいよう
問題/もんだい	ノ格	概要/がいよう
概要/がいよう	ニツク	深める/ふかめる
理解/りかい	ヲ格	深める/ふかめる
深める/ふかめる	連格	ところ/ところ
ところ/ところ	カラ格	始める/はじめる
講義/こうぎ	ヲ格	始める/はじめる
又/また	連用	果たす/はたす
問題/もんだい	ガ格	顕在/けんざい+化/か
顕在/けんざい+化/か	連格	過程/かてい
過程/かてい	デ格	果たす/はたす
その/その	連体	伝達/でんたつ
伝達/でんたつ	ガ格	果たす/はたす
大きな/おおきな	連体	役割/やくわり
役割/やくわり	ヲ格	果たす/はたす
その/その	連体	実例/じつれい
実例/じつれい	ヲ格	紹介/しょうかい
資本/しほん	未格	貢献/こうけん+する/する~テ形+くる/くる
我が国/わがくに	ノ格	近代/きんだい+化/か
近代/きんだい+化/か	ニ格	貢献/こうけん+する/する~テ形+くる/くる
大きい/おおきい	連用	貢献/こうけん+する/する~テ形+くる/くる
地方/ちほう	ニ格	残す/のこす+れる/れる~テ形+いる/いる
川/かわ	連体	港/みなと
港/みなと	連体	トンネル/とんねる
トンネル/とんねる	連体	鉄道/てつどう
鉄道/てつどう	連体	発電/はつでん+所/しょ
発電/はつでん+所/しょ	同格未格	多く/おおく
多く/おおく	ノ格	遺産/いさん
遺産/いさん	ガ格	残す/のこす+れる/れる~テ形+いる/いる
遺産/いさん	ニ格	有る/ある
技術/ぎじゅつ+者/しゃ	連体:ヤ	先人/せんじん
先人/せんじん	ノ格	苦労/くろう
苦労/くろう	連体	貢献/こうけん
社会/しゃかい+的だ/てきだ	連格	貢献/こうけん
貢献/こうけん	同格未格	意義/いぎ
歴史/れきし+的だ/てきだ	連格	意義/いぎ
意義/いぎ	ガ格	有る/ある
正に/まさに	連用	盛り/さかり
実り/みのりv	ノ格	盛り/さかり
秋/あき	隣	盛り/さかり
今月/こんげつ	未格	あれこれ/あれこれ
おなじみ/おなじみ	ノ格	鮭/さけ
鮭/さけ	ノ格	あれこれ/あれこれ
鮭/さけ	未格	食べる/たべる
日本/にほん+人/じん	ガ格	好きだ/すきだ
最も/もっとも	連用	好きだ/すきだ
好きだ/すきだ	連用	食べる/たべる
最も/もっとも	連用	良く/よく
良く/よく	連用	食べる/たべる
食べる/たべる	連格	魚/さかな
魚/さかな	ト格	言う/いう+れる/れる~テ形+いる/いる
ボールペン/ぼーるぺん	未格	作る/つくる
旋盤/せんばん	デ格	削る/けずる+出す/だす
削る/けずる	連用	作る/つくる
僕/ぼく	ガ格	使う/つかう
使う/つかう	未格	旋盤/せんばん
グリズリ/グリズリ	ノ格	旋盤/せんばん
前/まえ	カラ格	書く/かく~テ形+る/る
何度/なんど	未格	書く/かく~テ形+る/る
書く/かく	連格	こと/こと
こと/こと	連用	色々だ/いろいろだ
グリズリ/グリズリ	ノ格	旋盤/せんばん
旋盤/せんばん	ニ格	色々だ/いろいろだ
色々/いろいろa	ト格	有る/ある
不満/ふまんa	ガ格	有る/ある
病院/びょういん	デ格	掛かる/かかる
医療/いりょう+費/ひ	ト格	する/する
する/する	連用	掛かる/かかる
１，０５０/１，０５０+円/えん	連体	病院/びょういん
病院/びょういん	ノ格	病院/びょういん
病院/びょういん	未格	掛かる/かかる
初診/しょしん+料/りょう	ニ格	掛かる/かかる
５，０００/５，０００+円/えん	ノ格	金額/きんがく
金額/きんがく	ガ格	掛かる/かかる
主治医/しゅじい	ノ格	紹介/しょうかい+状/じょう
紹介/しょうかい+状/じょう	ガ格	有る/ある
有る/ある	連用	可能だ/かのうだ
これ/これ	ノ格	病院/びょういん
病院/びょういん	デ格	可能だ/かのうだ
初診/しょしん	デ格	可能だ/かのうだ
治療/ちりょう+費/ひ	デ格	可能だ/かのうだ
受診/じゅしん	ガ格	可能だ/かのうだ
病院/びょういん	デ格	書く/かく~テ形+もらう/もらう
受診/じゅしん	ヲ格	希望/きぼう
希望/きぼう	連格	時/とき
時/とき	未格	書く/かく~テ形+もらう/もらう
先ず/まず	連用	話す/はなす
主治医/しゅじい	ニ格	話す/はなす
話す/はなす	連用	書く/かく~テ形+もらう/もらう
紹介/しょうかい+状/じょう	ヲ格	書く/かく~テ形+もらう/もらう
料理/りょうり	未格	逸品/いっぴん
自慢/じまん	ノ格	逸品/いっぴん
逸品/いっぴん	連用	味/あじ
中でも/なかでも	連用	伝わる/つたわる
鴨/かも	ノ格	鉄板/てっぱん+焼き/やきv
鉄板/てっぱん+焼き/やきv	未格	伝わる/つたわる
代々/だいだい	ニ格	伝わる/つたわる
伝わる/つたわる	連格	直伝/直伝
直伝/直伝	ノ格	味/あじ
薄い/うすい	連用	切る/きる
切る/きる	連格	胸/むね+肉/にく
胸/むね+肉/にく	ヲ格	焙る/あぶる
醤油/しょうゆ	ニ格	漬ける/つける~テ形+おく/おく
付ける/つける?就ける/つける?就ける/つける?搗ける/つける?漬ける/つける?点ける/つける?着ける/つける?着ける/つける?突ける/つける	連用	乗せる/のせる
